id,categoryA,categoryB,categoryC,categoryD,categoryE,categoryF,featureA,featureB,featureC,featureD,featureE,featureF,featureG,featureH,featureI,compositionA,compositionB,compositionC,compositionD,compositionE,compositionF,compositionG,compositionH,compositionI,compositionJ,unit,result
c82a2bbeb674025b237f327bf9c480dde4f03825f2762eddc1992303917ba0f4,catA_6,catB_0,catC_593,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_7,0.843605934
6d06be43acbd95bfe95be76847c68aae05efa1b73ccee4fbb414dbda8e786c02,catA_10,catB_0,catC_332,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.483620833
36a23d311d65b9fdfa4949e15de479dec471b7c4ff4e4b55cc7651b06d4cfedf,catA_8,catB_0,catC_332,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_9,0.003966914
db97a4645b6cfcf4fb7521d59757df5bf4dbb31c54597bc01f89c6ad9857c0b6,catA_15,catB_0,catC_332,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.173296984
6213065287da2e4f40390028a7794b88be7b717218e4a19365516f73284296d4,catA_6,catB_0,catC_332,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_7,0.767892182
0fb8e418ddcce18c91a101459706588461fe77b57aa9a821a26006943761c401,catA_1,catB_0,catC_606,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_6,0.000915706
9f9233737f8aaf9f32245551dafdbf22078b11330f1cb3c7f8861abad2fea6c8,catA_7,catB_0,catC_606,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_8,0.453549298
c51521b9585fcddd2eda8cffc6561ffa1ad424d759edf8174bc4e9bd8139caf8,catA_0,catB_0,catC_639,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_5,0.115822436
cf7a756f7e5c041020f89e72ed184a65ebae9f9d47976de3a60534c3f194f767,catA_10,catB_0,catC_639,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.172394976
82ed1a016d74664eaac1845b759b9166966a13a7da8aab10f3ffdd15e648c577,catA_1,catB_0,catC_639,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_6,0.000525987
b6888abf818058035fdbd874e0c50bd377745bdd5f8bf4f112de927f1a4a09c6,catA_5,catB_0,catC_1977,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.03249428
89ba932ced74f632293a234c690fb812420d3bd0c09053b77393122341a2f24a,catA_15,catB_0,catC_470,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.027841777
6ecdc777c1d452f5b197c6f1335199a98c882a81abe736c9a434c718f6df3303,catA_1,catB_0,catC_41,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_6,0.000939326
405eb69736c7adf769b86de1b9a36180fa5501a4831166449579dc5a32735c31,catA_1,catB_0,catC_292,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_6,0.000791985
34f3ce571e0be4c269eed67958ee7dde881600109e9824897be56e17a91ae126,catA_16,catB_0,catC_1028,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_2,0.001107527
acd4a7200970f6638577f964352c506b645bca9b28afec68449075a6c3bb93c4,catA_3,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_1,0.007793728
55fb8bd175a2597379339d5f055b6fe51cab47d16a583a921b886263d9276a75,catA_3,catB_0,catC_235,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_1,0.001960098
051f8ba2da67bc6656e824b4d5975c33c35a5e5e6ec8f04fa5f47775203faa1b,catA_12,catB_0,catC_674,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_11,0.105936963
fce2ea3995009112d6c1d7a9816309fd3bb5e07fd6ce9ff48361f7cc796951ae,catA_7,catB_0,catC_2212,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_8,0.543811997
9501ef05dcdc1de382c6017463e321bbb6efafc600707610833d7d0817d7d6aa,catA_12,catB_0,catC_320,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_11,0.256837774
35383b2778f1674cb2a4bf6dc4239665dfd907ce04f92e3e50b4c09b766e3b3e,catA_7,catB_0,catC_320,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_8,0.588554817
3142e64fd3d095bd7fbeb01faff7b7e0f6b9d695e7fe1b5d5b69bafc24fab926,catA_6,catB_0,catC_674,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_7,0.780524154
e9eb64ac3262d66a9bca769cc91fa8363fb637ca9ae735f891d6e77f9f6757ed,catA_15,catB_0,catC_240,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.006498012
885a5d10789af25733d99ca029bb2563b84c3aae0613e3114994377a07a3ac3b,catA_10,catB_0,catC_139,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.025648851
d9643b4db1e69e2cec37922796e6abbc5be6d7e2ff81e11758218225ec558fa2,catA_13,catB_0,catC_139,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.05597818
a16ebe5d3fcafa4c2d84ba8727beb1802f19976b4856f593f4d1e06e82039cbb,catA_0,catB_0,catC_290,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_5,0.025600803
dcbed85b372c6d5a672b729e077ecbfcc1ca2dc1bc264e2bedd1c07c7c585bda,catA_6,catB_0,catC_290,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_7,0.525932715
1d60fa71f25f5bdf66f056d31136d7ca8c144f8d6f9d4ddf1f4a5b1eba5907f0,catA_20,catB_0,catC_209,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_3,0.189289356
1ba7db82e3ead4c2b0a406f1a9f7cf2976ab3ed0ffd17d5ed43ef1775032e001,catA_17,catB_0,catC_109,catD_0,catE_1,catF_0,325435.125,1.728675496,0.032407019,274.7089819,26.63751077,0,2.75762E+12,0,25867961,0,2.2,28.2,2.7,16.7,3.5,7.6,20.2,27.25,18.9,unit_12,0.493838869
b3f49f02a9d6a2588f561869851741aabc109c986d7771031b66a3abc236cfb0,catA_22,catB_0,catC_1923,catD_0,catE_8,catF_0,-38764.875,12.93829042,0,44.72307577,17.62253776,0,45735444769,11.09062195,1538269,0,8.65,44.05,0,40.4,2.75,0.6,10.15,22.92,10.05,unit_15,0.329164371
2bc6c32fd0e50da3bdcdabcf27465171bcc5dac9e3de2c23698b9e54f669bd99,catA_19,catB_0,catC_661,catD_0,catE_1,catF_0,325435.125,1.728675496,0.032407019,274.7089819,26.63751077,0,2.75762E+12,0,25867961,0,2.2,28.2,2.7,16.7,3.5,7.6,20.2,27.25,18.9,unit_13,0.039192241
d230e11241fb65326f9eaa1b42ae8156421dc04dc5c1b0aa22c42371393b0ac0,catA_11,catB_0,catC_189,catD_0,catE_1,catF_0,325435.125,1.728675496,0.032407019,274.7089819,26.63751077,0,2.75762E+12,0,25867961,0,2.2,28.2,2.7,16.7,3.5,7.6,20.2,27.25,18.9,unit_0,0.047882415
f58ac69872c8915317bd7029a6f17fd91fcc6cacbf56e52c128e5d48547039b3,catA_8,catB_0,catC_1558,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_9,0.00419895
ff7aa68c65848e9e62703ce9afe26909ec1ee48a51958782746f80e9ebf29d5e,catA_18,catB_0,catC_1558,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.03713251
e3f58fecbb392749c100b330284b30d804cb8fd1046368c1cb8bfc92138a798f,catA_5,catB_0,catC_1558,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.064970983
f312668ed8634bad5bd88b8ad7f784e8917c3ee549a94ede50d56121ea205f46,catA_8,catB_0,catC_945,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_9,0.021393711
57ca163de4c13ed46c9640f30f194318c712bc253760ed8467854727765f854c,catA_14,catB_0,catC_1494,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.030229563
989fc9187716406d47b6e8cfdc0a7895cfbb27752136928063269f1698c70527,catA_13,catB_0,catC_1494,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.008034518
e98037a7d7d731fd0279ae4e5ed21ab58b8598b633ef671b194e0533de1acc53,catA_0,catB_0,catC_2039,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_5,0.012891651
99c3bdcbbd064d5f7fc9abfdb02a70e984f84cd784773e7f8e3634c533494c0b,catA_9,catB_0,catC_1957,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_10,0.402503433
7a8749c8e585d7a6db82bdb1f04ba479a60e1158953ff2179227765701942cbc,catA_7,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_8,0.4907119
88ec8f0937b2d5fe092e4d9879006a7924d89d43f9d4397af3afdd19b43c1715,catA_9,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_10,0.273733906
6ccb6f1cf05b4f040f08efb32218c26881bbcc33f8082f9ed5fefc74f6347a1f,catA_15,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.030493795
7200124dc0b5ac35448b2ab231b3bff1d3b42d5a0d3dd3dab6f1cc9955fa8494,catA_7,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_8,0.54033856
7110f128af68a1007bd818158bacc03fb682a9a858ad59091b126a715ccae4ca,catA_15,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.024701906
93e0378d865acf3e065aac1b375fcb228773f60224a51efdcd6ddb314c1bd959,catA_6,catB_0,catC_1675,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_7,0.795281257
ba2c75e565ec0cd61d42eb32053521aac43b274c949f31afc8ea3b847b95a31f,catA_6,catB_0,catC_346,catD_0,catE_7,catF_0,62334,3.106284674,0.001692168,377.3795905,24.62550277,0,5.15103E+11,0,6496961,0,3.1,40.14,5.84,14.18,1.91,2.37,13.94,34.303,18.38,unit_7,0.808408867
376381372842f4374be35df85a8c5f574d8b7a3d6f72c21382a6c28b48c7bcd5,catA_6,catB_0,catC_901,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_7,0.880850053
35f2adfdf361a0c430139fcee773d56b1a39a04cc823247b802d29b473655afd,catA_4,catB_0,catC_432,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_3,0.023246393
27f466f706af07e06ab294b22f306a4ceb1b274e9df94aeea22f7512f1a937c8,catA_12,catB_0,catC_432,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_11,0.168321742
e51589b0fe714df494e8a982f1f6b2a025fffd3ae0dbd4a79f9d15f9b8b2c2af,catA_8,catB_0,catC_432,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_9,0.004693033
a3fcfe5f3e2790ab92b541aac1c67cf664d666235669c1ce784271d66efac8f8,catA_15,catB_0,catC_432,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.043141883
2c13a1d8fcbb7aced2ef7104ec3359f1f40d38acc957a3246a16b2ace0c72835,catA_18,catB_0,catC_432,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.020575165
d8ff6620ea1ba2cd37cfb060599aaa8e347cf6f69d5fdfe3a1fd27d2513f4121,catA_16,catB_0,catC_1434,catD_0,catE_7,catF_0,62334,3.106284674,0.001692168,377.3795905,24.62550277,0,5.15103E+11,0,6496961,0,3.1,40.14,5.84,14.18,1.91,2.37,13.94,34.303,18.38,unit_2,0.000221504
ccfcf840e76850d44cd7f6a377d4da6e717abc1e0b67f7911b0ee8fd87985382,catA_9,catB_0,catC_1004,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_10,0.447781116
991539c5170280037c6dd153328f5165c1c6f0e1e26e8823b19186ce52b2865c,catA_13,catB_0,catC_1004,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.132817335
f86eb29de0d9918351c035d48ba7cd1538dd7cb6841ad8a27571c1f609d376dd,catA_5,catB_0,catC_1004,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.131167513
6f477e4079cecb7971012e437b0af35d981dc98817638f9e43aeb9913cae9c86,catA_1,catB_0,catC_1304,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_6,0.000637335
9c019186efc72ce39fd35b3b05b75de5d0df116fbd7d7af794bbf0005960229d,catA_13,catB_0,catC_1304,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.132974013
4b872f711b246820c766d77fc479b9b7740f143143d1ac0c0ee558c7e26ffd73,catA_19,catB_0,catC_1858,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_13,0.171514998
67a764fb9fd58d0fdf7b2aad12b1f4e6045da6612a4c6f1ce0fe956947632716,catA_13,catB_0,catC_1858,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.1780744
295b13da647daf69043ed8c4b8cc88ac7c4f6f32caa2bf1d2b2f91203ac539da,catA_4,catB_0,catC_1104,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_3,0.024963007
d99dfc647b0d5109f6409d41bee0a299833cf156ff9b467a1fd62837abf05c8c,catA_11,catB_0,catC_1104,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.169550117
98d1f2c8a8da1e7bbaf1e380fbf073d89519ea1838b3306a323937125ed29539,catA_9,catB_0,catC_1499,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_10,0.539236052
e480c71dbdb840963f9e570613295d2fe4ab5113527b0188864697d8c5ab95af,catA_13,catB_0,catC_1499,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.073204334
e2f3613b7c96d511fa15235ef0b09a8c6ddacba88f654f1760f5f66345c8331c,catA_14,catB_0,catC_1104,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.033589514
214ca76c92f33b0f57ae3a57c6d82b34c6eef14d282563263d20b3dd8285045d,catA_0,catB_0,catC_133,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_5,0.012626031
16d0dc5cfb07b56deeb0e65908a5d62b7d4064f5f24904339210b60fb7bca9ab,catA_11,catB_0,catC_133,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.031980908
dc0d94dd7c3f89d02a2fc45a4f5266601b186351c6040b1d234e8038753b0c25,catA_7,catB_0,catC_222,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_8,0.59011018
489b52ad3afded8d684a06fe5917299bb20cff8342535cbab76bfd661dec6818,catA_5,catB_0,catC_222,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.024064641
40c13e1a24b28754b1a230c2af09d54e786209f67cba806f37f3ec003fad3a33,catA_4,catB_0,catC_1179,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_3,0.002217866
e3e13d3264713bd4a26c78445a6fe9bfa6e5a4fdf83cf6d6b06644bc0b84f6e0,catA_9,catB_0,catC_1179,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_10,0.571386266
b373462438f028bbbd1dc9ed98e8cbfb37b7c3e9e8b0ff33f9efb17d1b063d4f,catA_8,catB_0,catC_1179,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_9,0.001150465
787866d4a2b119f84a820428ed00b6438be0e12fe38c7fff1dcdfe34327fe22d,catA_16,catB_0,catC_1150,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_2,5.32E-05
4560570a809254dd2acbb13efc7f1efa66b8fb8121d6671540a59c69ce3750c7,catA_6,catB_0,catC_1150,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_7,0.796741012
ee7f5c8761f1569b2da447c2845cc3e83bdea957cb19d4083e1f831e926c8afe,catA_16,catB_0,catC_1444,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_2,4.43E-05
8f16ca6b7a0f2f22399a653f8721d0d52a817c074f516fab89c96c84620d3bec,catA_2,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_1,0.000134111
8e7f1b88d95990262add3c6c381af11c6d6144c85f2f79a616de550ff9d73ecb,catA_14,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.030229563
675eed2f1d1baca362dac86f04959af2da91c8d2b6895956f58b331ebfe62a4f,catA_2,catB_0,catC_678,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_1,8.84E-05
a75fe7b3a35bf921838962b5cf73d07487a40b3fc594d546f22f2cf27adf2f41,catA_12,catB_0,catC_1675,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_11,0.13340809
b8d0bb5e59a3b04a7c35fade5d21d9cf923b2b904befc37fa8410ea3e017717c,catA_15,catB_0,catC_1004,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_4,0.041163839
53562e3376cf6d77162d7bbcc74429bc5f7e8241ffdeeeac92a4b82949e0707b,catA_3,catB_0,catC_1304,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_1,0.011900595
038487c6d37d2f2bdc98fa72c46df2d56ed4296b73675beb89d2d0ca73f1c6a5,catA_3,catB_0,catC_1858,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_1,0.01179559
f8a424c0154e5087357bb3bd0bd1dbb1b5eebdda26ac71e3c03aa8567fe8f36e,catA_1,catB_0,catC_1104,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_6,0.000897148
9e917674bab184ac7ceda8514907c2762f492ab85345e9dbefc57d7d5e9db9c9,catA_7,catB_0,catC_1104,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_8,0.505111452
7dcdf54599b5788f3d41eb38f2ca278fd950b95da596097c1c24e654ebc27582,catA_12,catB_0,catC_1499,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_11,0.105410318
1832fe78527e8f83e84dc140a0ed2437cf0d64b9aeaae49e8a4644a9ebccc5d4,catA_8,catB_0,catC_1499,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_9,0.004671028
61a958c0424a52432cf5e51e339cbbb12dbb4e71c09024c4d55c252a1dbc8e9d,catA_11,catB_0,catC_1499,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.105515872
50b00507b8db0daaed59ee63c89001ddbbfe31e9765ab9112b77573ecbcb1a96,catA_12,catB_0,catC_901,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_11,0.177032064
1e0cbd418c171dfb6dc8d941e10748deaaf775c0d24385e3367cec01e225a965,catA_11,catB_0,catC_901,catD_0,catE_0,catF_0,75808.375,4.457840432,0.005717646,122.2994372,30.8319059,0,2.80604E+12,0,71176346,0,10,26,0,32,3,0,9,22.26,20,unit_0,0.166758997
